<<<<<<< HEAD
date,AUTOMOTIVE,BABY CARE,BEAUTY,BEVERAGES,BOOKS,BREAD/BAKERY,CELEBRATION,CLEANING,DAIRY,DELI,EGGS,FROZEN FOODS,GROCERY I,GROCERY II,HARDWARE,HOME AND KITCHEN I,HOME AND KITCHEN II,HOME APPLIANCES,HOME CARE,LADIESWEAR,LAWN AND GARDEN,LINGERIE,"LIQUOR,WINE,BEER",MAGAZINES,MEATS,PERSONAL CARE,PET SUPPLIES,PLAYERS AND ELECTRONICS,POULTRY,PREPARED FOODS,PRODUCE,SCHOOL AND OFFICE SUPPLIES,SEAFOOD
2013/11/29,205,0,91,53854,0,17836.418,0,39091,25412,9321.53599,6240,6355.686,137851,1129,41,0,0,32,0,0,119,337,5367,0,19418.19204,9039,0,0,19928.49512,4270.992016,262,0,799.084995
2013/11/30,363,0,182,83454,0,22582.96301,0,63018,42521,14275.895,9223,10652.647,217342,1132,63,0,0,29,0,0,185,450,8144,0,20540.24991,16389,0,0,24180.84791,5703.871975,491,0,1055.180998
2013/12/1,439,0,207,110068,0,31055.97503,0,78915,58742,19671.25098,12972,9829.346996,286167,1516,72,0,0,45,0,0,148,504,0,0,24265.92999,22634,0,0,32630.04999,6891.186999,345,0,1099.389
2013/12/2,278,0,140,69163,0,21705.30298,0,57741,38629,13081.824,8674,6194.56901,216197,1008,48,0,0,39,0,0,117,421,2503,0,18870.48498,14233,0,0,21204.45401,4577.422004,62,0,601.31
2013/12/3,287,0,110,57259,0,18235.819,0,50876,32987,10955.437,7176,5804.540989,183287,862,51,0,0,26,0,0,124,348,3077,0,18005.06099,12173,0,0,17649.93002,4177.919986,101,0,865.338992
2013/12/4,230,0,108,55770,0,17703.65903,0,50048,33543,9666.507,6912,7408.526,187341,920,38,0,0,25,0,0,149,350,4032,0,15734.91198,11097,0,0,17669.81901,4425.41097,167,0,808.2119975
2013/12/5,223,0,93,54490,0,15618.393,0,41018,27472,9318.171,5985,7547.576999,167626,3426,40,0,0,30,0,0,130,386,6325,0,16423.914,9042,0,0,16044.972,4293.612998,302,0,572.164992
2013/12/6,218,0,111,67538,0,17596.954,0,49209,32402,11274.868,6961,9664.099006,167687,1140,65,0,0,25,0,0,155,406,7016,0,21079.01601,11510,0,0,22343.77803,4876.956024,444,0,939.083998
2013/12/7,315,0,194,81986,0,22608.15097,0,61731,41830,14107.56,8864,11317.72399,214232,1180,66,0,0,48,0,0,179,476,8750,0,22049.15289,16172,0,0,23323.74798,6026.105975,582,0,1143.877996
2013/12/8,349,0,181,88714,0,27707.50497,0,67209,50260,16569.132,11007,10526.431,241127,1135,65,0,0,46,0,0,132,522,0,0,20651.70095,18564,0,0,26374.97299,6348.44901,293,0,1073.704996
2013/12/9,177,0,88,57522,0,19630.415,0,47597,33735,11335.902,7633,10468.63505,194529,908,53,0,0,31,0,0,71,386,6645,0,16767.42503,11159,0,0,18513.72799,4389.410031,76,0,593.7990005
2013/12/10,214,0,87,54913,0,18327.993,0,44431,32449,10147.591,6531,16682.82804,179114,942,41,0,0,22,0,0,82,323,3115,0,16208.37996,9921,0,0,15786.39899,4124.582999,62,0,896.922
2013/12/11,198,0,94,59185,0,17724.57101,0,44857,31429,9168.600004,6515,12255.0119,187114,1239,38,0,0,37,0,0,126,335,4043,0,15587.374,10128,0,0,17599.874,4195.231999,139,0,949.535995
2013/12/12,203,0,84,53054,0,15824.972,0,40820,26597,8921.217,5991,11800.19001,170830,1062,34,0,0,14,0,0,97,437,4820,0,14416.03495,8803,0,0,15887.83404,3721.073985,149,0,689.758999
2013/12/13,208,0,93,64038,0,16528.82297,0,44416,30139,9747.94398,6112,19158.48706,173821,1132,29,0,0,22,0,0,187,404,8390,0,20712.17997,9463,0,0,24213.92502,4352.648984,362,0,1127.004998
2013/12/14,365,0,159,86129,0,20527.12703,0,59945,40532,13123.931,8077,23228.56703,224230,1288,45,0,0,32,0,0,194,557,11482,0,19269.32996,15499,0,0,23079.82601,5607.826998,541,0,1000.309
2013/12/15,411,0,212,100122,0,27241.64495,0,70719,50931,17012.529,11259,22091.52185,264777,1319,61,0,0,31,0,0,184,585,0,0,20710.73299,19497,0,0,26910.16403,6457.670995,339,0,1144.512001
2013/12/16,228,0,140,67450,0,20530.15603,0,53661,37389,11991.697,8139,21578.14692,231939,1091,55,0,0,28,0,0,158,441,4366,0,17780.56508,12445,0,0,20808.13886,4866.48397,142,0,833.102988
2013/12/17,207,0,83,61175,0,18243.04797,0,48748,33835,10321.363,6637,27960.48986,213594,1240,47,0,0,28,0,0,113,494,5385,0,16648.826,10952,0,0,19148.22501,4517.712,111,0,982.0530055
2013/12/18,198,0,102,63989,0,18414.552,0,50994,37229,11174.33998,6979,42812.47508,231703,1742,39,0,0,18,0,0,172,551,7519,0,16309.34901,10380,0,0,21264.96084,4696.38602,190,0,1004.274
2013/12/19,196,0,95,62692,0,18853.141,0,50312,32114,11260.929,6098,44418.43622,216391,1489,50,0,0,22,0,0,157,520,8356,0,16951.567,9638,0,0,22019.44899,4752.22699,238,0,837.288998
2013/12/20,225,0,118,70487,0,16296.47,0,51338,33594,11109.378,6709,53184.60449,226210,1999,36,0,0,23,0,0,206,552,12270,0,18051.64801,9995,0,0,25540.57812,4767.885013,457,0,934.7039995
2013/12/21,325,0,187,91862,0,19815.13098,0,69458,44632,14745.033,8882,77376.67683,268193,1708,63,0,0,26,0,0,235,723,16945,0,18237.01597,16180,0,0,28719.77399,5827.496972,548,0,984.947
2013/12/22,365,0,209,89825,0,21834.96099,0,77260,49225,16714.78697,10475,70338.30299,281751,1808,66,0,0,37,0,0,228,786,0,0,19642.391,19010,0,0,29261.59196,6058.21696,392,0,1007.896001
2013/12/23,242,0,181,87598,0,25687.775,0,74743,54114,17643.628,10525,100656.6595,326975,2795,52,0,0,29,0,0,217,720,16093,0,21717.93492,14816,0,0,31252.25505,5610.00401,306,0,891.027997
2013/12/24,250,0,154,85329,0,18318.86396,0,59878,45634,16502.37907,7618,47258.25969,253813,2498,48,0,0,23,0,0,193,634,19927,0,15225.99899,11883,0,0,29435.24205,4940.597985,410,0,689.948996
2013/12/26,317,0,169,73168,0,17437.458,0,58866,33077,11749.058,8086,21887.53421,180885,1435,67,0,0,45,0,0,132,596,6859,0,18600.21417,14804,0,0,16891.21704,4403.595,289,0,967.0859987
2013/12/27,297,0,143,77409,0,18026.65601,0,55982,34715,11776.352,7345,26909.53902,170992,1978,50,0,0,27,0,0,165,512,12160,0,20448.10002,13706,0,0,20268.51499,4839.153995,450,0,1115.652004
2013/12/28,432,0,198,88614,0,19318.7,0,67336,38589,14027.403,8327,37431.80793,200073,2035,58,0,0,28,0,0,184,650,15205,0,18570.78194,17815,0,0,21460.4301,5114.27501,546,0,938.908004
2013/12/29,386,0,161,78396,0,18159.21899,0,62549,37204,13692.251,8036,31672.86896,186041,1802,60,0,0,34,0,0,215,667,0,0,17502.80295,16794,0,0,20207.19302,4648.308016,517,0,974.8619957
2013/12/30,389,0,163,96102,0,22802.318,0,78156,48836,17334.261,9908,33661.03996,233052,3522,54,0,0,35,0,0,313,664,20443,0,19620.85689,18080,0,0,24726.148,5454.874003,654,0,1164.238
2013/12/31,239,0,107,92017,0,19569.015,0,56095,39736,14255.945,7372,23025.46496,172115,3464,34,0,0,16,0,0,334,499,23460,0,14688.78895,11542,0,0,21975.97314,5155.089995,580,0,984.3860005
2014/1/1,4,0,2,2175,0,475.452,35,456,596,176.29,102,247.270004,2050.868,28,2,33,33,0,163,0,5,10,349,1,160.157,137,2,7,140.567,36.118,1198.3434,0,3
2014/1/2,331,0,198,172933,0,25491.22603,562,73045,45832,15401.2401,11297,8177.463981,213404.643,1479,63,1585,1585,44,20692,640,124,515,3187,41,22638.66896,18656,241,651,22434.76907,5714.987,133744.2529,82,1324.974998
2014/1/3,299,0,155,146684,0,20822.72497,862,63840,38583,12513.0728,8956,7537.910978,179260.345,1154,62,1209,1209,18,16305,386,107,374,4818,24,21844.17992,15113,216,562,21777.40114,4749.89,110757.032,41,1158.2888
2014/1/4,404,0,215,213643,0,27540.98596,877,86517,54501,18538.003,12204,10826.72498,251921.045,1549,110,2671,2671,31,24201,976,190,513,8495,33,20992.58384,22060,344,845,27297.91004,7558.55099,139361.6838,93,1283.398998
2014/1/5,393,0,239,222012,0,31445.94199,723,84114,57967,19277.882,13146,9502.818999,256585.278,1476,104,1193,1193,40,24522,1168,223,598,0,23,14491.458,23139,278,910,25457.63294,7351.076995,150551.856,126,1765.844
2014/1/6,237,0,121,134433,0,20714.997,384,56076,36580,11455.449,8036,5594.166006,166233.668,1013,63,1277,1277,30,14525,433,130,375,2000,28,9405.404009,13216,221,485,15809.58499,4626.195005,97197.098,41,1058.001999
2014/1/7,232,0,99,116379,0,20034.099,440,51623,32352,10422.126,7336,4953.06,151394.75,872,68,1023,1023,31,13477,340,153,431,2381,22,12234.52503,11956,195,583,17714.2289,4234.980995,101097.3259,32,823.5030045
2014/1/8,237,0,100,126533,0,19658.68704,530,52662,35279,10608.68,7569,5783.748024,157935.234,827,75,1422,1422,23,13430,420,167,393,2835,18,14573.98103,12057,206,628,20145.01896,5227.70806,144872.5914,46,1352.204997
2014/1/9,210,0,99,104418,0,17116.811,540,43303,29030,9798.184,6267,5324.124999,128311.628,825,62,1241,1241,17,11180,412,156,400,2844,19,14578.12046,9975,181,497,17925.58065,4497.552006,85412.3739,48,1185.558401
2014/1/10,227,0,78,109869,0,18841.548,722,46122,32051,10202.91,6846,5943.623014,144222.686,915,57,1192,1192,24,11225,531,236,443,5239,7,19006.10555,9766,183,482,22038.82549,5101.30702,89322.6512,44,1571.6728
2014/1/11,424,0,172,176562,0,25540.386,1149,65310,48338,15327.587,9967,8696.138,205520.956,1170,97,1340,1340,34,19062,1093,310,599,9859,23,18356.03283,15838,324,812,27549.90187,7177.768016,124154.2179,78,1568.467997
2014/1/12,445,0,198,200931,0,28786.5591,673,68177,53580,17448.99,11949,7603.78201,218941.17,1195,110,1215,1215,33,20846,1403,245,578,0,8,17582.09493,17992,273,902,28489.00507,6998.67301,135340.6048,126,1784.720003
2014/1/13,238,0,107,124033,0,20166.307,447,47888,34442,11037.13,7462,4623.576991,143755.51,914,68,1000,1000,29,13072,605,116,351,2075,11,12867.85203,10438,205,510,17663.94202,4517.062001,95336.38598,54,991.2489975
2014/1/14,215,0,99,107893,0,16914.81203,435,41103,29906,9817.837004,6512,4480.013016,130313.373,774,62,819,819,17,11217,578,125,388,2241,13,15337.18601,8821,183,458,16548.93795,4246.515,91657.15528,57,945.275
2014/1/15,263,0,99,115098,0,17841.096,604,46367,32503,9773.344,6745,5242.623,137684.135,754,58,1004,1004,30,11579,592,191,403,2566,10,14987.96796,10000,178,449,17834.26597,4582.326035,127888.6201,45,1181.091001
2014/1/16,255,0,96,107782,0,17234.81402,611,42172,30489,10232.0492,6326,4972.172005,131886.694,798,75,862,862,29,11149,478,159,411,3196,10,16345.3801,9735,175,473,18087.40088,4493.872007,82577.4709,65,1175.361103
2014/1/17,256,0,113,116932,0,18491.589,725,44598,32949,10355.2454,7219,5909.717986,135357.916,940,49,1417,1417,27,11169,485,258,412,6118,9,20495.34783,9117,183,392,22473.70006,4917.471974,89481.245,39,1571.682403
2014/1/18,373,0,164,178318,0,25605.943,1046,65096,48020,14715.979,10341,8529.626995,203627.372,1145,104,1594,1594,25,18492,1172,339,583,9721,14,19913.98601,15398,310,706,27327.5489,7225.304,124360.827,73,1671.303002
2014/1/19,405,0,239,205070,0,29588.923,885,67451,54504,16760.36,12327,7181.607991,220564.226,1260,91,1196,1196,37,20594,1336,279,632,0,13,18248.90812,16993,281,857,29606.36099,6912.246997,135768.328,150,1705.372997
2014/1/20,193,0,114,124204,0,20625.57903,468,47474,35279,10955.447,7830,4792.655,160243.638,865,82,1009,1009,27,14676,586,128,413,2237,6,13485.701,11685,186,437,18978.90091,4680.89799,92622.31795,64,998.924993
2014/1/21,221,0,121,119075,0,17985.388,439,45838,31695,9707.91,7784,4672.774998,138798.936,781,70,1361,1361,23,12096,563,151,431,3152,7,15104.92198,9695,203,417,17464.84203,4539.047012,95043.71189,44,824.676003
2014/1/22,227,0,112,113548,0,18263.421,419,44101,32183,8842.475,6909,4486.079,133569.332,786,86,1006,1006,24,11085,593,214,397,2711,10,14311.02901,8782,161,395,16987.92698,4617.244989,126741.2809,49,962.808001
2014/1/23,191,0,102,98744,0,16524.21102,468,38087,27847,8894.72151,6398,4067.693,119643.67,772,62,880,880,20,10217,556,122,344,2795,105,15396.89574,8119,163,390,16382.2998,4302.139995,77732.742,57,937.6667967
2014/1/24,234,0,115,114525,0,17965.704,660,42501,31509,9881.34789,7098,5735.506996,131311.083,891,49,1295,1295,31,10420,501,213,396,6819,193,19517.44582,8569,185,418,21933.51999,4784.543989,86489.29687,37,1411.123702
2014/1/25,339,0,185,167344,0,23587.635,993,60234,44438,13982.029,10052,8326.19003,190358.156,1020,87,1545,1545,25,16505,986,309,569,9644,221,18285.72901,13408,246,651,24816.27401,6349.509005,117262.743,75,1362.714003
2014/1/26,445,0,221,191848,0,29043.60097,544,64115,52824,16379.195,12084,7157.121,213715.651,1310,100,841,841,44,19136,1151,265,548,0,202,18432.59295,15412,282,751,26805.92299,6932.195965,131090.784,116,1551.668995
2014/1/27,256,0,105,118252,0,19431.07198,515,45319,34321,10581.798,7899,4458.498,146502.091,753,62,864,864,21,12057,484,112,385,1976,194,13560.089,9600,180,399,17179.82701,4336.169017,89435.6317,53,998.658
2014/1/28,187,0,113,101178,0,17011.811,547,40374,29319,9151.329,6545,4040.7,126338.181,679,37,790,790,21,10664,376,186,345,2325,146,13137.90492,8280,177,339,15205.87706,4028.378018,88642.2778,29,822.977
2014/1/29,215,0,114,100613,0,16769.568,522,39598,29750,8693.883,6195,4920.983982,126163.131,806,54,1114,1114,21,10009,398,184,352,2618,121,12908.37003,8164,146,328,18115.14,4283.613015,118282.3559,35,908.944999
2014/1/30,253,0,101,95195,0,15975.44401,645,39035,27664,9287.6396,5984,4695.602018,123772.246,815,52,878,878,28,10045,404,140,391,3029,85,13204.85702,7967,141,359,15420.33115,4189.373995,72583.0359,20,832.4410073
2014/1/31,282,0,137,119574,0,18143.794,704,47049,33552,11463.8322,7597,6664.77302,148887.925,1008,78,1216,1216,31,12110,485,250,352,5793,109,18870.90413,9409,181,446,22135.77124,4892.123,87610.3419,42,1204.727902
2014/2/1,390,0,241,100164,0,25979.01787,0,80356,50390,18411.03401,11381,10143.224,256851,1224,83,0,0,54,0,0,250,652,11611,0,21080.46802,20011,0,0,30637.31503,6949.758045,515,0,1496.382005
2014/2/2,466,0,227,96461,0,27649.909,0,75341,52075,18716.095,12187,8623.396,248317,1257,97,0,0,53,0,0,185,556,0,0,18867.2581,19961,0,0,30445.45105,6457.844954,317,0,1545.583002
2014/2/3,274,0,136,67515,0,21082.476,0,58276,37713,13527.496,8610,5470.832001,190119,936,42,0,0,29,0,0,104,446,2615,0,13872.91393,13415,0,0,21575.484,4760.33403,49,0,1068.987002
2014/2/4,277,0,124,56493,0,18110.77,0,52125,32431,11396.293,7806,5009.291999,164475,845,52,0,0,35,0,0,158,364,2826,0,15425.25396,11564,0,0,18366.43903,4330.854995,108,0,867.6839933
2014/2/5,295,0,106,55108,0,18342.64,0,48996,33708,10774.155,7212,5417.989996,163276,800,54,0,0,33,0,0,181,400,2986,0,15373.60397,11088,0,0,19071.12396,4818.04998,83,0,1014.743001
2014/2/6,261,0,116,55583,0,16675.04698,0,43707,29346,9972.07459,6658,4778.802,140052,732,49,0,0,24,0,0,95,330,3975,0,14868.563,9588,0,0,17349.75305,3877.319007,163,0,938.542902
2014/2/7,219,0,95,62398,0,17633.426,0,45669,32076,10572.4974,6983,6182.315004,144172,872,41,0,0,23,0,0,157,366,6084,0,18831.67402,9437,0,0,21880.5877,4298.74599,291,0,1189.321893
2014/2/8,320,0,179,87731,0,22829.294,0,61436,43271,14137.84,9451,8522.58697,203002,1060,59,0,0,35,0,0,231,468,11032,0,18690.79097,14340,0,0,25662.78997,5933.210008,518,0,1218.547998
2014/2/9,303,0,167,85094,0,24415.22102,0,60058,46170,14434.377,10891,6808.647998,204805,994,55,0,0,45,0,0,235,437,0,0,16945.31102,15044,0,0,26489.45503,5891.565004,286,0,1185.17
2014/2/10,226,0,114,60158,0,19402.929,0,47342,35195,11123.67,7955,4849.998,157329,811,47,0,0,29,0,0,110,316,2752,0,13798.60905,10356,0,0,19181.89497,4467.659991,63,0,994.976003
2014/2/11,194,0,76,54697,0,17305.308,0,42327,31076,9496.322,6761,4400.983001,141461,904,44,0,0,38,0,0,128,353,2329,0,14430.991,9729,0,0,17581.06899,4242.177995,98,0,710.8829997
2014/2/12,217,0,99,62369,0,19862.333,0,44358,34936,9838.86502,7284,5115.143003,150832,910,47,0,0,37,0,0,233,436,3459,0,14882.26797,9515,0,0,17785.42199,4521.589989,91,0,929.773002
2014/2/13,196,0,79,55169,0,17239.442,0,39185,29217,9279.0228,6550,4692.016,136744,978,47,0,0,29,0,0,169,452,4248,0,14793.5417,7525,0,0,15792.4087,3990.90798,162,0,835.9593925
2014/2/14,198,0,77,61813,0,16173.86401,0,36458,29271,9187.9655,6076,6668.231,134676,963,46,0,0,19,0,0,300,377,8407,0,18305.81158,7183,0,0,19052.514,4499.109024,351,0,1103.911797
2014/2/15,342,0,199,96266,0,23926.63492,0,60222,44981,14413.239,10055,9132.445,199589,1093,82,0,0,44,0,0,172,534,10792,0,19765.67693,14313,0,0,25046.96699,6040.423019,636,0,1247.971999
2014/2/16,354,0,191,104233,0,29347.54108,0,68125,52473,17559.222,12346,7511.535,228898,1124,62,0,0,63,0,0,199,573,0,0,19527.286,16847,0,0,27930.19701,6255.322003,322,0,1359.131988
2014/2/17,224,0,106,67389,0,20139.50099,0,48599,34978,11738.606,8221,4613.148,159552,854,55,0,0,29,0,0,128,394,2447,0,16855.00796,10899,0,0,19479.777,4337.751004,46,0,944.4969995
2014/2/18,199,0,100,57416,0,17951.44202,0,43308,30955,9666.426,7927,4493.166999,142660,694,45,0,0,33,0,0,132,346,2579,0,15642.25595,9242,0,0,16925.76597,4094.164002,72,0,850.027001
2014/2/19,230,0,91,57453,0,17965.953,0,44453,31266,9087.181,6834,4829.337985,137339,684,46,0,0,22,0,0,198,335,3819,0,14649.858,8629,0,0,17109.611,4098.843023,114,0,907.8550015
2014/2/20,183,0,85,50574,0,15545.78702,0,38939,26032,8372.7433,6010,3936.568006,122709,586,44,0,0,18,0,0,179,320,5355,0,14534.6451,7815,0,0,16345.9263,3931.68799,145,0,790.5623975
2014/2/21,237,0,76,57279,0,17152.95401,0,43919,31091,9946.85937,7093,5336.481,138643,731,50,0,0,28,0,0,211,343,0,0,21485.4852,8771,0,0,20738.84955,4765.782005,326,0,1179.242501
2014/2/22,391,0,180,92987,0,23731.264,0,62419,45663,14441.46198,9921,7818.065001,206765,1073,45,0,0,38,0,0,302,501,0,0,22178.16604,14160,0,0,27112.44783,6552.53597,633,0,1294.142
2014/2/23,327,0,154,83233,0,23787.10102,0,54010,42732,13441.48099,10082,5921.472001,189756,991,57,0,0,38,0,0,188,351,0,0,18860.75089,12920,0,0,23926.64199,5687.279004,339,0,1093.738
2014/2/24,203,0,112,60921,0,19641.26096,0,49593,34343,11242.07599,8408,4427.521,160387,895,35,0,0,31,0,0,115,336,2671,0,16208.63105,10168,0,0,19154.141,4277.127,55,0,1000.432
2014/2/25,244,0,97,50556,0,16729.20802,0,41186,28220,9540.694,6709,4164.801001,144183,738,44,0,0,24,0,0,149,333,3578,0,14775.32604,9729,0,0,15618.85002,3848.695004,109,0,841.535993
2014/2/26,237,0,96,55459,0,16999.551,0,43884,29611,8971.893,7076,4835.193988,137388,815,53,0,0,26,0,0,189,353,3788,0,14236.87198,8668,0,0,15738.12905,4126.74397,115,0,937.883997
2014/2/27,235,0,94,50568,0,16242.683,0,41289,26120,9223.05438,6180,4211.923,128556,838,43,0,0,24,0,0,148,368,4086,0,13669.95287,8525,0,0,14874.3976,4075.488,153,0,805.686397
2014/2/28,321,0,161,71666,0,18447.141,0,50059,32179,11050.5982,7810,6310.821,157641,1024,52,0,0,27,0,0,239,376,8875,0,20377.46912,11621,0,0,20637.83524,4994.63401,416,0,1339.296904
2014/3/1,555,10,297,203637,0,25736.128,1012,86784,50081,16947.73803,12242,9983.55901,256367.62,1187,86,1864,1864,41,22103,638,501,680,16242,88,22432.974,20542,371,805,28898.67887,7296.98706,121690.1979,73,1294.375
2014/3/2,389,2,201,146383,0,20373.159,620,61308,36709,13236.39102,9347,7862.035,187048.024,922,96,1147,1147,40,16049,483,331,409,9270,43,17531.63998,14034,287,616,21769.046,5642.48799,93459.749,60,1042.520999
2014/3/3,330,4,160,135327,0,18486.089,656,53346,34242,12319.037,8307,7804.048002,167436.918,849,95,896,896,35,13484,538,347,389,11101,42,16593.45295,11973,242,586,20097.40604,5268.51499,91415.9974,61,934.568001
2014/3/4,436,6,236,168606,0,23836.393,655,64251,44408,14749.03799,11022,7884.627,202531.488,976,90,822,822,38,16915,701,252,412,0,44,18726.59199,14690,297,650,24613.01601,5902.889003,123212.9221,76,1246.937001
2014/3/5,323,6,169,149664,0,22663.686,552,67544,40567,13183.582,9794,6080.772996,200008.223,933,64,1126,1126,39,16173,399,221,380,2784,51,17938.62395,13681,189,465,21883.95801,4932.907998,147733.5746,31,1519.088001
2014/3/6,296,1,152,128954,0,19537.243,659,60285,34350,12089.2406,8146,5562.44901,172114.761,959,59,840,840,37,13949,292,161,388,3274,40,18409.20788,12044,196,471,18128.15335,4704.70797,95998.41033,30,1332.271199
2014/3/7,317,3,133,125245,0,18257.56598,851,55934,33521,10415.4908,7854,6359.662,165106.695,1070,76,1366,1366,34,12415,268,345,334,6448,36,20761.42269,10753,232,411,19939.64094,4734.471973,93035.52689,28,1437.8649
2014/3/8,433,3,197,167501,0,22784.013,1134,68461,43183,13921.974,9437,8369.873,210480.363,1168,94,1069,1069,36,17149,438,354,413,9047,82,19950.69097,14663,279,649,21988.93111,6154.70102,112228.7031,44,953.010008
2014/3/9,468,4,258,207153,0,29112.86197,695,80498,54051,17983.01898,13417,8066.013,256410.233,1273,81,1492,1492,44,21590,659,270,511,0,100,22034.91997,17856,365,824,28375.47206,7076.155995,142854.802,107,1683.173005
2014/3/10,245,2,150,125074,0,19953.871,602,53771,34928,11055.63899,7974,4715.207,164843.635,998,55,791,791,22,12622,274,144,324,2085,90,15998.8221,10040,202,420,16623.72099,4456.86999,97414.4029,32,1014.661001
2014/3/11,244,1,122,113425,0,17783.701,491,49293,30832,9809.794,6891,4545.919005,147308.503,796,63,1051,1051,33,11399,237,155,317,2467,86,15318.91599,9209,199,387,16445.04396,4096.798009,94824.5651,31,1023.135
2014/3/12,238,3,92,113369,0,18099.42,586,47067,32460,9291.423986,7617,5354.524996,145951.892,863,99,882,882,32,10737,280,197,364,3227,79,14688.281,8369,213,404,18974.75601,4769.804964,129535.1181,37,1332.576006
2014/3/13,196,4,108,100040,0,16519.50801,595,41950,28231,9063.8019,6629,4642.431008,127546.065,887,53,893,893,20,9253,363,185,309,3264,52,15185.26396,7434,207,359,15413.79099,4131.667983,78128.2879,43,1153.225793
2014/3/14,211,1,110,111076,0,17543.204,671,44291,30965,9701.6301,7238,6399.059,142112.432,896,60,2013,2013,21,9486,467,225,401,6056,65,20243.84318,7870,235,423,19965.83571,4566.90097,85299.59821,41,1399.752295
2014/3/15,361,0,187,162692,0,23262.451,1071,63811,43351,13783.10098,9390,8842.668,200421.576,1077,86,1363,1363,33,15410,973,306,466,8881,49,19222.741,13358,335,559,23509.8139,6389.434,109695.508,75,1462.496991
2014/3/16,532,1,248,216993,0,30166.128,697,77842,57270,18140.072,13379,8906.153,252046.094,1403,98,1286,1286,61,20123,1553,310,491,0,54,22006.15295,17381,361,865,30926.42679,7319.440014,146244.857,210,2099.168996
2014/3/17,268,2,161,131748,0,21110.93298,509,55841,36307,11722.04299,8651,5034.498,169681.101,1053,77,896,896,30,12975,631,126,338,2320,44,16907.63997,10304,217,475,19135.15301,4673.41497,99798.8362,64,1104.903002
2014/3/18,266,0,115,113236,0,18083.10102,553,48353,30878,10125.362,6959,4809.949008,146901.899,734,55,831,831,33,10866,513,151,309,2548,22,14549.274,9236,195,368,16810.494,4137.34,94353.51173,46,873.938002
2014/3/19,241,2,127,116925,0,18505.572,606,48477,33024,9647.944,8244,5393.790008,150083,853,64,1807,1807,29,10943,515,238,313,2948,22,15124.31899,9333,195,404,17283.73903,4675.622994,128156.51,53,1235.160005
2014/3/20,283,3,102,104708,0,17021.552,640,45309,29459,10044.62889,6724,4914.078,137602,828,65,998,998,28,9937,492,145,303,3404,16,15315.23892,8743,206,388,16151.27853,4286.391013,81154.493,54,1088.452296
2014/3/21,238,4,120,116080,0,18282.15002,826,45638,32909,10176.68679,7042,6207.87,145650,935,53,954,954,23,10283,567,259,342,5805,24,20117.78798,9439,220,437,20603.51139,4697.344,89024.5879,58,1304.531902
2014/3/22,371,0,208,173506,0,24694.166,997,64855,45663,13870.129,9812,8943.46498,208507.187,1135,83,1289,1289,35,16050,1155,322,504,10587,73,19472.00799,15270,332,642,25321.79904,6791.84597,118970.7948,57,1541.539
2014/3/23,474,1,245,196142,0,27474.07202,606,67419,51391,16460.896,12052,7584.152021,224975,1225,68,939,939,43,18202,1293,323,418,0,64,20580.88914,17219,405,715,28773.91791,6729.72698,134413.481,177,1687.501
2014/3/24,289,2,143,123713,0,19227.05497,456,47614,34901,10866.252,7945,4611.745994,156108,878,57,790,790,23,11894,530,163,396,1912,84,16055.57895,11052,224,386,18379.67899,4539.93201,96932.889,69,967.913001
2014/3/25,269,2,116,111921,0,18064.11797,519,45279,31196,9702.28602,7074,4619.677,151558,903,60,692,692,32,12014,486,215,326,2218,81,13759.65795,11420,204,375,16464.97602,4167.78499,94662.9554,68,846.1630003
2014/3/26,239,0,117,113414,0,17873.846,597,43722,32432,8937.38098,7737,5014.47401,143434,894,41,1232,1232,35,10659,620,245,375,2442,103,14801.35101,10208,227,395,18843.28002,4514.50903,128689.2085,79,1244.494
2014/3/27,231,0,108,102039,0,16206.943,664,39639,27395,8728.711114,6363,4723.825,127985,881,38,992,992,22,9033,502,147,331,2940,90,14029.81723,8470,214,388,15103.20542,3859.644975,75968.03997,50,1040.2116
2014/3/28,247,3,134,117243,0,17670.673,798,44112,32367,9948.246376,7097,5954.347999,139169,957,56,1071,1071,29,10016,472,254,347,6162,97,20710.24838,9871,205,353,19893.89257,4640.59802,86952.0571,73,1530.718501
2014/3/29,411,0,223,187439,0,23992.41,1044,69226,48826,15314.445,10427,9303.503,224356,1258,87,1456,1456,36,17985,1129,377,544,9565,102,20302.11988,17831,377,694,25953.8099,7207.615001,124342.4689,126,1630.771
2014/3/30,428,1,262,204049,0,28390.103,648,71162,54059,16943.61398,12527,7831.496,238544,1282,66,992,992,50,19645,1395,267,537,0,72,20937.73619,19383,359,715,28029.61,6648.59697,136004.8495,183,1781.834005
2014/3/31,286,1,165,142892,0,20453.28003,468,57192,37873,12513.696,9015,5356.34099,184557,883,60,865,865,26,14445,745,149,401,2652,64,17723.65491,15516,221,432,20136.61813,4783.409002,100149.3474,99,1186.162999
2014/4/1,269,0,133,69603,0,20779.471,0,57537,39178,13553.842,9867,5638.725998,201303,956,23,0,0,31,0,0,195,468,2751,0,18903.88798,15904,0,0,21851.03703,4908.368995,103,0,1123.553996
2014/4/2,310,0,115,67563,0,20165.23799,0,55902,38586,11971.45,8974,5731.375016,189762,1087,45,0,0,20,0,0,247,410,2925,0,18406.13509,14526,0,0,20775.09201,4915.254999,73,0,1407.770996
